Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2014/15,programme_H&SC PP_name2,11198.461471017077,76213058.3812094,212440671.73572406,3369231.0642125625,13593517.828289378,253532.2092333075,17793014.810676027,4823201.202861641,159986341.688924,NA
2015/16,programme_H&SC PP_name2,37290.88144660741,139766594.2833216,109769365.06230634,1757148.7777646885,5925584.416501586,532852.4666156967,22139516.143948726,9212880.775748866,165124955.44000018,NA
2016/17,programme_H&SC PP_name2,26598.06341678966,39527358.5291822,130709403.90723772,3104968.8173318715,9638161.859724296,1516904.7979241463,8689999.381042968,15726094.201349474,289659777.51382554,NA
2017/18,programme_H&SC PP_name2,37585.33890533336,53847957.701004215,148135357.9138646,2766332.7946926644,10399626.246290533,502191.5177454427,27229886.808860667,14738987.060898207,345346797.6804125,NA
2018/19,programme_H&SC PP_name2,11122.232067981364,30012038.24881468,68540836.46948346,2790662.9044651855,10517173.699563852,1872754.460482393,51267236.1022984,8890152.876692237,340003949.02580464,NA
2019/20,programme_H&SC PP_name2,28650.41499829088,122678092.19680327,114126011.48134392,3231002.876474677,11922019.094412137,787655.6860486073,34754296.216584414,16938984.28086615,143873280.58195806,NA
2020/21,programme_H&SC PP_name2,15030.87489439547,87767594.76927103,32080987.05780066,2631846.269471506,6878432.393293828,2593463.0057039573,49622241.73009982,6907502.712029495,67677261.69434826,NA
2021/22,programme_H&SC PP_name2,15502.68376420792,32002867.271538902,177371135.21715012,1817395.84600389,7292006.341746149,2446198.1551175513,10479925.248216644,17798094.667983722,245524580.32103035,NA
2022/23,programme_H&SC PP_name2,24125.629715501145,54830787.604424864,159941258.18009552,1546893.5789526887,3596584.4731220123,3061023.8265290903,11432972.737174384,5093519.509152089,194363573.7192845,NA
2023/24,programme_H&SC PP_name2,23886.285069049336,16817787.565253373,195832104.41180772,557085.871363776,9340154.95565486,1538251.3370748349,64649379.4666231,8673865.111299666,86767875.18197674,NA
2024/25,programme_H&SC PP_name2,24006.868112878503,76091175.47597122,56558413.966606654,1268536.3551428292,5982936.479423276,3826848.528694204,28750426.185360197,19830668.474609863,44103173.65673807,NA
2025/26,programme_H&SC PP_name2,7637.974572807178,32154911.015705913,36648219.25230003,616603.6064791214,3890819.126695834,275688.5695122734,NA,NA,63180726.094679646,NA
2026/27,programme_H&SC PP_name2,3727.463381742686,20747509.185858555,17724206.816636913,239272.43518616597,2092647.2325739032,NA,NA,NA,35920517.90557307,NA
2027/28,programme_H&SC PP_name2,682.6230559101328,6376116.307521219,4233042.721537947,50199.34731650911,301559.2557543865,NA,NA,NA,3539554.810675819,NA
2014/15,programme_Non-Core Programmes_name2,35445.357141229884,61697022.094838746,282602463.6241451,2633786.5290956628,12553876.598329367,330100.70660290826,48980564.893230595,5140607.253480152,307769300.29312813,NA
2015/16,programme_Non-Core Programmes_name2,35611.84109389596,104512812.82171443,47265885.55654347,1059075.9990226084,15422110.723518044,499017.6736704316,38636207.786647595,12040808.163259776,146300498.92378175,NA
2016/17,programme_Non-Core Programmes_name2,14003.454488765636,93250979.10648319,179825948.5502602,859253.2405652404,8826385.896379761,1847603.570499544,16511143.84112851,7932011.146683676,350394435.677716,NA
2017/18,programme_Non-Core Programmes_name2,28133.08773638215,144296898.62547308,247343927.86586997,4435951.684239819,6346035.059043033,1760857.4953829057,42731695.5532167,16832275.384743884,365783593.7092508,NA
2018/19,programme_Non-Core Programmes_name2,28315.623430580086,109779173.57949467,165855624.28757212,2101624.0199457025,2844364.6394446497,816579.0042494349,22151531.078112952,8510502.63311204,277740063.6071469,NA
2019/20,programme_Non-Core Programmes_name2,6362.932631560974,94164473.5941635,215294672.5535565,2620685.574977894,5715821.931418114,907887.2505106031,52114147.45856796,12554116.34627252,326181030.5607918,NA
2020/21,programme_Non-Core Programmes_name2,9042.02309975736,47239271.68096971,144121642.38346773,734203.4327241734,6752911.778382362,1180820.736219348,41294386.068228304,7754746.08677492,209198082.053136,NA
2021/22,programme_Non-Core Programmes_name2,10722.684365187399,31050920.171771273,51519085.162645474,535193.459689091,11428599.338823706,322214.2817113666,37557668.27841184,17970858.761639617,218633433.1856685,NA
2022/23,programme_Non-Core Programmes_name2,12364.549108546975,90789881.49855363,131205380.66753297,570125.5241726162,11837657.003543582,1052568.0262122513,55659071.73222272,8252121.031814821,86957493.15666364,NA
2023/24,programme_Non-Core Programmes_name2,3713.9796087462455,53989751.74655202,105581440.43489037,1367696.1368534043,8654145.1994944,2002587.024469424,56557888.02489248,18839662.964952998,230055281.47726312,NA
2024/25,programme_Non-Core Programmes_name2,7078.681961191633,15359449.146897523,97847786.81958511,1275483.491979404,9416253.046367384,4478548.168236071,36282224.76578821,5538689.473543091,196903302.62429082,NA
2025/26,programme_Non-Core Programmes_name2,7585.229069857299,39165267.284164764,22407133.70590715,530247.2107383097,6340345.025899865,1422682.7621621625,NA,NA,13310747.293824987,NA
2026/27,programme_Non-Core Programmes_name2,3257.382135621831,16284342.025896125,28261820.37588367,181319.83303213492,2914339.827745829,NA,NA,NA,4794478.56901722,NA
2027/28,programme_Non-Core Programmes_name2,260.59937665220355,5908850.431957821,4142377.4070484256,40216.56412563287,597122.000783859,NA,NA,NA,2474397.529063642,NA
2014/15,programme_Explore_name2,10402.43074783869,151878937.96143603,45247971.02192992,2767005.5299284076,4239516.584892514,137799.68701084144,41879022.315711096,10011288.38163787,346019814.1132703,NA
2015/16,programme_Explore_name2,38268.01784864068,58292569.58251259,137465344.2231672,2157036.657801198,9761273.856922943,560567.1106181532,12392085.567819687,12307918.164504772,105855434.79817495,NA
2016/17,programme_Explore_name2,23025.714557924683,104344491.25509205,244356755.68061832,3920611.377180545,7058555.747284191,1840353.7559810933,38647401.25737985,4582655.4341094075,92653949.89384855,NA
2017/18,programme_Explore_name2,22173.45276681967,116342206.22645819,176998832.72800452,1939047.0573819566,3313390.8863383173,901344.1075061361,17554199.85651625,13485281.92002323,229543605.34150776,NA
2018/19,programme_Explore_name2,19974.488747122698,31650873.964294422,150434613.59755164,2323402.085565001,11416668.398900608,1540798.0040279548,21742648.278969098,6776981.140185626,226125410.8152304,NA
2019/20,programme_Explore_name2,23889.841746409424,69781475.01638907,178280338.57810223,3538044.936540124,6754658.114163746,354205.6927156551,15111169.643962797,12063748.984831028,38170627.695047654,NA
2020/21,programme_Explore_name2,4491.086094749719,21699110.892803695,202268060.34941113,2289835.44507277,12202343.250542954,2559048.087469013,14507947.25740677,10503108.031681111,79034457.19871403,NA
2021/22,programme_Explore_name2,20701.035642003455,31127806.39017848,38477806.90503992,1429098.2268223213,3793033.2060066597,2328955.787119412,33559092.222090386,5858667.611048638,298499993.9292364,NA
2022/23,programme_Explore_name2,6289.182300699503,82641051.74890265,151638526.99899262,977536.2191783823,12483125.021623047,1242560.7839120612,48783954.77211024,11752067.752702503,216112480.44517493,NA
2023/24,programme_Explore_name2,23051.536094552837,81136882.25383176,166295357.49128714,283780.6381362526,1788325.605628849,1026054.4532794822,71298975.57304414,6910743.09456674,162862281.62505522,NA
2024/25,programme_Explore_name2,18448.36795336511,37356379.99268036,135651580.56307116,1365388.9797977847,11703975.072561814,3222747.194345338,21698557.783692855,9901493.440659113,122279790.6044481,NA
2025/26,programme_Explore_name2,3641.487851170823,23397918.705997378,76217082.70234369,211947.8430305421,4877100.140622854,1322602.3040587665,NA,NA,43113080.78689501,NA
2026/27,programme_Explore_name2,2304.8385962778702,14506906.048725257,28726136.80288901,283114.86491130834,1242609.4133824138,NA,NA,NA,4174216.0718232812,NA
2027/28,programme_Explore_name2,135.3609898097813,4143233.4887439734,5034512.601948713,48564.27110247761,611400.7335048683,NA,NA,NA,1686430.7382064643,NA
2014/15,programme_Get Ready_name2,15897.317701619677,109476656.35374038,94678437.2138205,2688078.395657354,5836293.694190388,284359.217281254,18558782.459322304,9620279.186078228,354960702.2273815,NA
2015/16,programme_Get Ready_name2,9816.015781475233,77184864.2614565,189244374.8773051,695587.2157016465,6604277.319237358,244076.8225476526,43670915.67437325,9659829.434168378,166429932.66550568,NA
2016/17,programme_Get Ready_name2,5644.306705270894,23829459.135767337,62041865.28186287,4133058.5393974814,15409883.162189286,2027819.3238565782,11169318.866454748,4909337.332142194,69102416.0304806,NA
2017/18,programme_Get Ready_name2,27465.252410223522,101848095.95703577,101759097.20929122,2934710.8386117173,15513523.336115666,327103.40390498046,60305636.21988837,17400950.30076698,129739268.35487413,NA
2018/19,programme_Get Ready_name2,4676.841395708732,98041850.85246997,75327656.22720067,1270945.2653929712,5195880.146916719,540101.865867707,64170480.946833365,9787601.50688981,139242257.12552664,NA
2019/20,programme_Get Ready_name2,24044.236830766502,36421437.66955902,161006849.21166468,3503453.6201292984,10512224.187118929,327298.1360444272,18839559.760353863,17409507.899755374,39828650.30332497,NA
2020/21,programme_Get Ready_name2,15207.716785316916,67189513.08818878,27315620.660708256,2916945.83388689,9552912.965600733,1534711.9361790554,26471127.804540742,10431250.374464897,37124642.5514687,NA
2021/22,programme_Get Ready_name2,13049.113505126352,90220199.17427754,178631581.44202226,1281663.8788090227,3044949.6532850573,443173.0368669598,40021700.04278973,9887602.566631634,122627310.34717229,NA
2022/23,programme_Get Ready_name2,18522.26065847017,44866237.023675725,76322199.63431692,930393.6773241377,11805194.690984104,674825.4185856082,36379484.76008319,9216904.908812858,189955740.50101122,NA
2023/24,programme_Get Ready_name2,4093.499304265715,108797052.74003404,150707663.76625845,660684.2755527808,10327492.081819002,4204724.670606117,30560328.51512431,5311770.007815579,78753042.52622616,NA
2024/25,programme_Get Ready_name2,17293.15927448217,67223346.7115278,27915112.36027071,181032.4932444621,3419263.5350335687,1042106.093711604,38023681.07896977,13023499.358197326,158384737.924053,NA
2025/26,programme_Get Ready_name2,3644.60603707172,36790391.26326446,20733645.503638096,721145.1476718904,5167874.577492423,712334.688142591,NA,NA,86519644.8089277,NA
2026/27,programme_Get Ready_name2,476.38013481292876,10624859.846785089,20141172.056637492,83034.27689941898,813815.1577973743,NA,NA,NA,13085179.923844129,NA
2027/28,programme_Get Ready_name2,518.4631376864388,4543039.918732892,2572038.931820471,72838.32630880401,596061.2254981168,NA,NA,NA,1586460.3337065123,NA
2014/15,programme_Mosaic_name2,5461.186976652034,105768678.12173544,105727926.999167,3661138.944307384,16087126.853626432,347847.8619553924,45827163.39900093,6587638.442090762,222482676.09267417,NA
2015/16,programme_Mosaic_name2,18533.575597802177,150228849.46041784,287264339.2394519,4165462.8149745185,9944063.888135752,497238.63865535555,61618412.033966504,2924940.2759210076,119797965.7965443,NA
2016/17,programme_Mosaic_name2,34015.786615168116,29499866.294060055,212282129.97735414,3333019.606613727,8923339.260894692,682099.8412356119,36937837.35286107,7002970.096499506,269784474.7608233,NA
2017/18,programme_Mosaic_name2,29375.833172095754,33696870.1472141,135437472.06902796,4195880.540716741,13998764.301454252,2082202.4421437816,38366408.39678156,16510798.287218373,304003691.816817,NA
2018/19,programme_Mosaic_name2,21308.27929750476,39221154.43281291,32537952.103854764,2541680.2456873003,8910847.026068976,833161.788771492,56266967.34810083,17035124.338752873,87821674.78606142,NA
2019/20,programme_Mosaic_name2,19677.766963293216,108245187.73619671,69882800.14587274,3376119.212335354,3706908.483397052,1790700.0022882351,39942325.6113122,4882719.797846163,267652081.3912527,NA
2020/21,programme_Mosaic_name2,10725.898662553729,16813556.526117597,46836695.537239864,1609283.2667150078,9659367.545543276,1246246.9746238813,7962703.911726613,14553487.835190542,232762250.37170196,NA
2021/22,programme_Mosaic_name2,24548.613197338582,63367168.19404651,140478241.6005044,1555416.600459055,11004551.84450407,2667803.559327394,21887354.93926096,14165852.396890538,63457087.35878723,NA
2022/23,programme_Mosaic_name2,13255.655250253156,43577710.11844389,154179468.9325268,367317.18749687175,4584206.289587125,2705887.9531984087,74465352.31645912,15308192.775113715,97389562.11304252,NA
2023/24,programme_Mosaic_name2,3622.3769161356613,105954729.86528952,139203712.86900648,1582323.2683604495,10135866.826599723,943993.5036254665,60067689.451877356,12142574.129710386,302782041.9753794,NA
2024/25,programme_Mosaic_name2,10092.15066509433,31053710.943730056,98343221.38594066,252960.3988013938,4801244.471425729,2156738.4109610673,51914226.77264346,4510470.5097577805,125899465.45155391,NA
2025/26,programme_Mosaic_name2,4491.109925300629,12495621.845123855,38449948.66964046,229860.50912383944,5892768.996256784,825115.0505854258,NA,NA,33511029.52692224,NA
2026/27,programme_Mosaic_name2,3230.3976262539622,24217039.022012763,29247307.0073778,126922.48849488329,1596019.9063097916,NA,NA,NA,7299600.287360922,NA
2027/28,programme_Mosaic_name2,468.82480609137565,2444544.9816157245,868920.5463370917,13067.273452098669,364374.167209892,NA,NA,NA,5094457.212621429,NA
2014/15,programme_Kickstart_name2,6406.594328070805,141518270.17156053,178896519.43980446,1491951.1759364856,4294722.408477352,382940.9075348947,31731455.761775065,4166654.657196219,319807219.6085751,NA
2015/16,programme_Kickstart_name2,15524.527201196179,134266394.7190211,160744941.99244437,3216118.368073721,8324847.489664554,446845.4273186482,59056404.370384045,11872899.721269542,372743596.2032329,NA
2016/17,programme_Kickstart_name2,24231.13020709567,103972587.92602383,283258477.0667139,3944946.1827076036,5819883.58295114,1491413.6243306512,17136036.251231145,10104426.177979566,67996824.14175162,NA
2017/18,programme_Kickstart_name2,6522.653387609124,34501839.73008585,266373592.4812659,3728956.1022951975,11437234.505113011,532625.2006803319,55629543.79373741,15939965.257123213,221899284.73661783,NA
2018/19,programme_Kickstart_name2,5279.07151524704,67167950.19853336,123949509.25638181,4340429.635671463,4988340.475214929,573160.9208195605,34431927.56630227,12822563.88206985,270718492.1507062,NA
2019/20,programme_Kickstart_name2,16817.761527037997,45604052.60085538,49961084.300967745,3625282.626403162,2210244.7332773693,1710400.708832354,64928066.81402878,14006986.63009626,215382341.41490307,NA
2020/21,programme_Kickstart_name2,29242.428187594563,61297706.33075553,100178662.03362015,616063.1104198255,2964836.152598392,1475649.051526308,37658030.93814284,5628423.319117032,33553781.829206973,NA
2021/22,programme_Kickstart_name2,13331.692583101245,91334240.75553033,150563465.93325698,1352420.3507574834,4895654.300672933,573660.6323045081,28102848.026866626,12914798.477185462,242374864.3474483,NA
2022/23,programme_Kickstart_name2,14152.165507976713,45649630.69878989,109342884.05331732,1546039.416062356,1466454.1101122575,2150927.0106098633,12245119.996130178,18939357.271388598,113072476.4142578,NA
2023/24,programme_Kickstart_name2,14554.68306637276,61104466.1882538,38264759.29469092,598908.188040478,8233387.230626328,4448778.436772254,41853842.62230232,18538100.738282416,148245185.11862472,NA
2024/25,programme_Kickstart_name2,15181.763630845959,70920092.56822997,103276416.78679138,773081.308522404,4745160.053307357,3454580.637884076,48509396.33700202,9197916.853204103,129162071.51996441,NA
2025/26,programme_Kickstart_name2,9833.29695700854,26209410.789109647,21597782.49038064,342240.6741241878,1063543.4978090378,251813.4068363518,NA,NA,47378225.2827912,NA
2026/27,programme_Kickstart_name2,3662.582678559422,9057440.184822112,11181951.622329922,306190.4079355937,3013195.3614618797,NA,NA,NA,29773955.30582395,NA
2027/28,programme_Kickstart_name2,624.7687175698578,5477925.503063415,2676110.9405447324,22322.876064889508,480975.85307398345,NA,NA,NA,6973172.198695383,NA
2014/15,programme_Achieve Club_name2,11565.313734400086,56337976.77642964,98498836.35839641,3114084.853166857,5664426.909391951,159303.65691789277,52141365.77654375,9218221.871043552,55878394.45532302,NA
2015/16,programme_Achieve Club_name2,32900.79738106765,78434880.26344381,206134766.1443799,3105946.4951821207,13003908.340084651,553555.5302792918,17681981.623860285,6830675.154717624,359630785.13535196,NA
2016/17,programme_Achieve Club_name2,14161.217915642263,132778588.69965443,148190788.20303956,1149677.0899126278,5689593.717031313,1827161.5500182642,37360454.528009795,6607637.676421189,163073208.3114935,NA
2017/18,programme_Achieve Club_name2,37418.209384652226,45977861.92325998,268946866.9759237,2357807.8909019534,7960319.705277705,1978293.0561687113,64770961.57368073,3937395.4799837884,321826439.32521665,NA
2018/19,programme_Achieve Club_name2,10393.315253889376,27169933.40219599,106462927.91761217,514977.2812708162,5877635.4593754215,683122.9291126634,31096841.233385887,4123305.4303049804,224787168.85949275,NA
2019/20,programme_Achieve Club_name2,28259.714221713504,62044900.31062294,73421479.15600093,1424902.34624928,3334956.1996877245,494197.0341846942,27711591.120382782,13903542.155903503,314973281.060611,NA
2020/21,programme_Achieve Club_name2,6201.028920287266,98592117.03145443,133486171.86999813,3060391.9703275734,9818272.693860736,557374.4262353361,23700625.024352673,8066076.522771813,279231870.21561694,NA
2021/22,programme_Achieve Club_name2,24402.60167584382,32040651.765403546,82386138.15225603,1484678.8900468731,7133732.639712946,1592482.9305626787,11085870.326549152,3986925.1230061087,109940677.56134073,NA
2022/23,programme_Achieve Club_name2,6843.917180550099,37270461.04430544,150902802.21085897,468784.5569279697,9080750.368503748,779462.5094905258,11451539.640297487,13145742.105800016,289389338.77424574,NA
2023/24,programme_Achieve Club_name2,6650.441733280197,104388861.4860556,153782405.03596023,1660718.2951297811,4657659.2810196,3854459.707879387,71989541.28935134,12206280.698166477,324867838.7185799,NA
2024/25,programme_Achieve Club_name2,19785.616344337723,56855739.73241076,88726066.40516023,1324660.4659320242,1368964.283100319,2392203.1045598234,40566042.716104805,9486944.795402482,130317700.8525652,NA
2025/26,programme_Achieve Club_name2,9969.267756512761,53136861.23321852,13899712.848597808,569875.7854807656,5950297.10132461,784684.9844122231,NA,NA,75261582.12449911,NA
2026/27,programme_Achieve Club_name2,655.828161552921,17069949.180586345,7039537.258285079,228891.91394002287,1290070.4712359596,NA,NA,NA,20927738.799771525,NA
2027/28,programme_Achieve Club_name2,530.7415638685227,2502878.987802022,4547892.473593618,46286.858336524674,223932.81361888387,NA,NA,NA,5162649.28156503,NA
2014/15,programme_Enterprise Challenge_name2,33267.77887593433,110536027.17272556,102894648.48177741,688872.955524599,13305012.781220147,245541.146244501,6975685.933256,3684767.7843623576,332128158.16899455,NA
2015/16,programme_Enterprise Challenge_name2,20982.752399217337,122676097.22482744,69810408.20580176,1094533.9811587997,15592188.008849137,374528.066074542,43224239.142532736,1979205.378543796,174862741.96841705,NA
2016/17,programme_Enterprise Challenge_name2,24161.91858655345,63933796.92997845,249937324.69118488,559274.1251309261,14939369.100527033,1893645.2488295075,35083804.811212406,9251542.242940195,305281267.7266743,NA
2017/18,programme_Enterprise Challenge_name2,5149.72998717539,119151269.85883866,261137753.8661714,1243124.1580611074,13208186.819821538,1621042.598182136,10714379.66277583,7582301.101514511,82637246.54463607,NA
2018/19,programme_Enterprise Challenge_name2,11844.084522471763,29781099.97374739,143721844.2885516,3466483.962178344,9227602.18564816,868026.6374435811,72951381.10615797,3172009.972574625,345392637.3072993,NA
2019/20,programme_Enterprise Challenge_name2,28363.220450589622,21004095.57307091,128645039.26630183,2191566.4141051266,4197662.603187939,1793866.02893159,49681667.58522285,15249108.610009203,250526794.4024647,NA
2020/21,programme_Enterprise Challenge_name2,24541.584252929315,101436348.97635536,106731173.34686364,1371592.221827316,6042458.562299162,2142416.6270717024,47563276.78726107,14149631.063706916,54105013.65750639,NA
2021/22,programme_Enterprise Challenge_name2,11279.606230603718,53074480.77660784,104615764.80680282,1106131.060702633,9819685.00988161,1398685.105032874,11929795.433845835,3456695.2721368694,65414634.34396079,NA
2022/23,programme_Enterprise Challenge_name2,9672.66158419177,44223833.88107541,46188868.20198459,1593284.8695121529,11507424.507321041,529957.9987164788,39043364.430845656,5404340.570502915,138527112.87668568,NA
2023/24,programme_Enterprise Challenge_name2,10531.63056805171,86135615.48315023,189897278.20503336,667290.5023857711,2500122.2576465174,4303955.060231382,33415812.243047196,13145826.681770114,85911114.74081655,NA
2024/25,programme_Enterprise Challenge_name2,22277.771962551215,32755208.695161566,32731974.92874466,398118.9519148589,7687667.428371373,3524331.137205254,33237243.588301554,3643703.9130935175,172465406.2413724,NA
2025/26,programme_Enterprise Challenge_name2,3421.595631745085,47949308.666397214,36829369.54163199,625758.965485571,5926745.81634146,1317924.5364178508,NA,NA,53589069.94241601,NA
2026/27,programme_Enterprise Challenge_name2,2689.445456408523,3344673.5610324983,21655851.729228932,177366.4812162433,665064.1126764887,NA,NA,NA,4351937.462287594,NA
2027/28,programme_Enterprise Challenge_name2,527.0195769181475,740440.5024388605,4076377.591399025,41823.531220575795,462908.45831933845,NA,NA,NA,901927.0752802752,NA
2014/15,programme_Achieve In-centre_name2,32691.604900945353,33452831.183362864,161742435.67314854,1844998.1485481411,7099742.157831857,438990.45896437205,49982671.84208052,9344248.99527033,245566025.52392578,NA
2015/16,programme_Achieve In-centre_name2,25227.040240902457,66699658.01904128,166848358.7735342,3522330.5643852116,3682386.190814278,422867.42656051705,52577392.8647355,15911439.792402806,70442497.9772103,NA
2016/17,programme_Achieve In-centre_name2,6134.6529866512865,150901480.8145959,134348201.9808271,3140342.0610401942,8552969.32831977,1745893.1426865617,61574256.70445118,10771674.39630245,56053010.040092476,NA
2017/18,programme_Achieve In-centre_name2,6607.1563538610935,116119284.04271848,119901335.39765513,2396468.8568743104,9785794.804249827,1781524.7688412496,14130726.607051602,4083755.453070604,137673888.31872082,NA
2018/19,programme_Achieve In-centre_name2,33984.72496852856,106535609.37728083,66525061.160494216,669255.6127804406,11563185.900001125,737791.8821886494,15024877.364763834,16840079.562780492,223596964.53227246,NA
2019/20,programme_Achieve In-centre_name2,12556.380393427426,98054593.60794732,124846912.86875866,3964138.67404392,4041399.2383046476,358462.14809519163,67962796.73182076,18043417.3438477,185492423.48768374,NA
2020/21,programme_Achieve In-centre_name2,5108.864374421165,42474398.09183033,80117690.91926534,673258.8224146791,10246718.672049232,826674.2411860586,9342597.60486265,2449616.6368007553,112148485.77943769,NA
2021/22,programme_Achieve In-centre_name2,7819.434468442016,39571353.72678724,69413890.68583351,722467.4840784214,4648147.268302867,1340633.6474123092,8126202.848566906,11006668.2990966,195938115.77586767,NA
2022/23,programme_Achieve In-centre_name2,24753.375705360624,40227304.819308445,92475316.7695061,1768319.852417088,7560467.980507919,602430.7001226929,35345814.05859974,12337765.124198686,63499551.62761041,NA
2023/24,programme_Achieve In-centre_name2,15848.66834816616,84828581.28147778,167228914.77645192,788511.5348721943,13533739.994235096,2970611.0698145097,53442843.070860654,12565611.521002261,39755611.878399186,NA
2024/25,programme_Achieve In-centre_name2,21881.09141805414,63061300.815291986,36027620.53626343,371660.9494650584,9481965.968067644,2975815.6957599935,21447842.74702517,3072221.8957131263,170178626.3430281,NA
2025/26,programme_Achieve In-centre_name2,9969.562238643319,15853215.472832065,19849087.157851394,484795.68635426933,1038782.9602268861,1109516.5180091904,NA,NA,61255834.024433985,NA
2026/27,programme_Achieve In-centre_name2,1779.7075642900545,22088426.49055335,23495951.519141257,49608.55768099446,643908.0229671106,NA,NA,NA,15420074.949099625,NA
2027/28,programme_Achieve In-centre_name2,480.13160365149383,4791133.261489952,6097939.662938614,31673.24692323878,678870.1178185251,NA,NA,NA,5939427.874020242,NA
2014/15,programme_Making it in_name2,29507.599914516697,124162130.07439402,268428179.3301564,3232822.439184119,5364716.744954908,225246.7637914475,39813778.20572942,5783494.586657155,307764538.9517531,NA
2015/16,programme_Making it in_name2,24453.16761060059,103578470.14074203,135803553.26722822,2636797.9146450157,10174114.42712252,534037.7901248917,54315798.21821044,4296865.859794398,256623856.7736706,NA
2016/17,programme_Making it in_name2,38317.05247390103,57563972.197956696,38131051.82105527,4344771.745341223,5636175.248073966,801890.8478063056,10316097.977008998,3715548.191895809,150930217.70392892,NA
2017/18,programme_Making it in_name2,25619.60617490206,78404136.42354192,148851082.92957383,1861964.8396350238,5094121.280253172,284220.8853077643,46978617.55137859,7478069.884088129,365595882.70112664,NA
2018/19,programme_Making it in_name2,36008.97537707817,42231127.165135294,96911426.71098433,1908687.6963939602,10789025.40730506,2342767.4514786634,48506517.345539555,8983320.85237366,303566496.2677902,NA
2019/20,programme_Making it in_name2,21918.12656158246,121155219.68382391,153495702.37062097,1491381.3866173988,4271358.126522425,1528737.219664191,63951086.865652986,15186346.495820172,95053581.39849807,NA
2020/21,programme_Making it in_name2,17642.676973759382,25814089.355590876,79394697.25349988,782917.7342899838,11648507.954129465,866745.8310589581,41169518.02028288,8270455.101884178,136859006.94910023,NA
2021/22,programme_Making it in_name2,22694.46353722941,25325306.585150026,75824647.94522318,627503.3891657554,3079049.281571104,410412.9019490468,64795858.69724537,13226980.44814887,106432515.32158321,NA
2022/23,programme_Making it in_name2,20372.776353507492,96978301.91836032,144580700.96699926,1378657.5696153233,8908632.865519013,3232176.236938338,61015640.760990255,2898007.222068814,199076858.4024288,NA
2023/24,programme_Making it in_name2,21941.142024147324,20234263.374416914,38648094.987315446,669391.0500185066,5111684.30060233,4117312.950800247,74796375.36255577,15529004.827605827,97951538.55377036,NA
2024/25,programme_Making it in_name2,23959.564067786745,78729349.80575061,119972535.5835788,723482.0383297161,10376455.323365884,1124751.5037134523,8495044.791541632,19399681.18679851,64270555.73354446,NA
2025/26,programme_Making it in_name2,5007.243639898673,41904469.638395436,30550413.139227927,586709.5013755839,1477456.280623086,180465.5848747976,NA,NA,55688742.09133486,NA
2026/27,programme_Making it in_name2,2628.6541264425964,11943071.951021878,30764662.11862804,228332.02491808624,2054029.123922981,NA,NA,NA,24863957.98253907,NA
2027/28,programme_Making it in_name2,400.3109170049429,1787491.8026623437,6114939.160140186,21156.001073465126,481739.0622627849,NA,NA,NA,4370703.668576213,NA
2014/15,programme_Power Up_name2,25035.502330454812,62729866.822706364,258872390.80759102,3964697.9976255316,4977416.381213155,119113.84507424943,22105339.004124086,2830955.110732801,155251607.72840604,NA
2015/16,programme_Power Up_name2,15482.902933770794,117524176.4599707,107729765.4361584,1021423.9844541885,12298333.216036808,146369.25405718797,23883409.463436116,15799150.212518549,217088629.69052383,NA
2016/17,programme_Power Up_name2,20152.573179169372,125318153.4705095,236293856.3316661,751188.7450249806,8468870.505377,1623851.8774902306,8863010.96141692,11747935.248371586,212153633.62973928,NA
2017/18,programme_Power Up_name2,14015.336489393192,116243674.81901704,193558748.07830134,1510430.4414633643,12295527.30221211,871162.3638984606,25010674.46272353,7559547.477619596,103571820.775415,NA
2018/19,programme_Power Up_name2,13407.40210227482,65703961.513488956,61890462.425576426,1713519.3328301366,12583000.693446802,1661589.0622845544,55766940.090059236,16876723.60610728,54876127.12554685,NA
2019/20,programme_Power Up_name2,16537.302873028442,64182581.70657102,129243477.6763673,2658065.8346852083,6589173.7363566235,1064843.5848180614,25479191.615590997,17184635.988444265,194119225.49031943,NA
2020/21,programme_Power Up_name2,19133.504677145927,62233007.468733035,155424146.99318984,1359032.6922793714,7000295.566192773,2750172.785015573,32416393.048224542,9683385.142380843,163513469.92264822,NA
2021/22,programme_Power Up_name2,15726.104460504466,22781361.466844425,42944220.18663892,605358.9409787022,7556012.279628661,1044173.169972498,33147385.639009558,15804623.872636478,286634291.0558207,NA
2022/23,programme_Power Up_name2,17781.585844969377,73765890.13705018,81292642.08382629,683538.2537861848,10201515.997270372,2550356.793721592,77086209.88758665,3398719.598987955,252355240.68314937,NA
2023/24,programme_Power Up_name2,21881.282398067415,106432502.82548968,118756097.6194128,422341.72373715066,12821560.97903044,2610285.001099918,50378299.07405775,15249207.094973845,240419558.44314733,NA
2024/25,programme_Power Up_name2,12879.509547496029,28545295.93082666,46663750.44397998,444064.19888611994,5310352.451041599,2126800.820428767,54485909.004268974,4497195.648934453,220250088.66692778,NA
2025/26,programme_Power Up_name2,5255.454411301017,28536608.29474206,39975163.399971336,683773.2943465747,6835502.194281064,1089295.9533308567,NA,NA,17308523.586449414,NA
